"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"Jikkyou J-League Perfect Striker","N64","1996","Sports","Konami Digital Entertainment",0,0,0.19,0,0.19,NA,NA,"",NA,"",""
"Pro Evolution Soccer 2012","X360","2011","Action","Konami Digital Entertainment",0.1,0.34,0,0.07,0.5,78,36,"6.6",55,"Konami","E"
"Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen","DS","2009","Action","Takara Tomy",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"Borderlands 2","PS3","2012","Shooter","Take-Two Interactive",1.05,0.72,0.1,0.35,2.23,91,25,"8.2",858,"Gearbox Software","M"
"DmC: Devil May Cry","PS3","2013","Action","Capcom",0.24,0.26,0.19,0.1,0.79,85,40,"5.3",1471,"Ninja Theory","M"
"Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2","DS","2006","Action","Sega",0,0,0.13,0,0.13,NA,NA,"",NA,"",""
"Test Drive: Ferrari Legends","PS3","2012","Racing","Unknown",0.04,0,0,0.01,0.04,62,19,"4.9",22,"Atari, Slightly Mad Studios, Atari SA","E"
"Ikki Tousen: Eloquent Fist","PSP","2008","Fighting","Marvelous Interactive",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Ratchet & Clank: Up Your Arsenal","PS2","2004","Platform","Sony Computer Entertainment",1.31,0.74,0.31,0.22,2.57,NA,NA,"",NA,"",""
"187: Ride or Die","XB","2005","Racing","Ubisoft",0.05,0.01,0,0,0.06,51,40,"6.9",8,"Ubisoft Paris","M"
"NASCAR Heat Evolution","PS4","2016","Racing","Dusenberry Martin Racing",0.04,0,0,0.01,0.05,66,8,"3.8",18,"Dusenberry Martin Racing","E"
"Nitroplus Blasterz: Heroines Infinite Duel","PS4","2015","Fighting","Marvelous Interactive",0.01,0,0.02,0,0.04,70,33,"6.9",28,"Examu, Marvelous Inc.","T"
"Turok","X360","2008","Action","Touchstone",0.46,0.2,0.01,0.07,0.75,69,63,"7.1",120,"Propaganda Games","M"
"Bogey: Dead 6","PS","1996","Simulation","Sony Computer Entertainment",0.05,0.04,0,0.01,0.09,NA,NA,"",NA,"",""
"The Beatles: Rock Band","PS3","2009","Misc","MTV Games",0.67,0.29,0,0.15,1.12,88,60,"8.7",59,"Harmonix Music Systems","T"
"NBA Live 10","PSP","2009","Sports","Electronic Arts",0.21,0,0.01,0.02,0.24,64,4,"4.2",10,"EA Canada","E"
"Summon Night: Twin Age","DS","2007","Role-Playing","Banpresto",0.07,0,0.05,0.01,0.13,73,21,"7.2",11,"Flight-Plan","E10+"
"Tales of Innocence","DS","2007","Role-Playing","Namco Bandai Games",0,0,0.26,0,0.26,NA,NA,"",NA,"",""
"Paws & Claws: Pet Resort","GBA","2006","Simulation","THQ",0.12,0.04,0,0,0.16,NA,NA,"",NA,"",""
"Akatsuki no Amaneka to Aoi Kyojin","PSP","2010","Strategy","CyberFront",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Dora the Explorer: Dora Saves the Crystal Kingdom","PS2","2009","Misc","Take-Two Interactive",0.05,0.04,0,0.01,0.09,NA,NA,"tbd",NA,"Take-Two Interactive","E"
"18 Wheeler: American Pro Trucker","PS2","2001","Racing","Acclaim Entertainment",0.2,0.15,0,0.05,0.4,61,11,"5.7",18,"Acclaim Studios Cheltenham","E"
"Blades of Time","X360","2012","Action","Konami Digital Entertainment",0.07,0.02,0,0.01,0.1,52,23,"6.5",30,"Gaijin Entertainment","M"
"Azure Striker Gunvolt: Striker Pack","3DS","2016","Action","Inti Creates",0,0,0.01,0,0.01,NA,NA,"tbd",NA,"Inti Creates","T"
"Wonder Project J: Kikai no Shonen Pino","SNES","1994","Simulation","Enix Corporation",0,0,0.43,0,0.43,NA,NA,"",NA,"",""
"Future Cop L.A.P.D.","PS","1997","Simulation","Electronic Arts",0.16,0.11,0,0.02,0.3,NA,NA,"",NA,"",""
"Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri","PSP","2006","Misc","Yamasa Entertainment",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Superman Returns","X360","2006","Action","Electronic Arts",0.23,0.01,0,0.02,0.26,51,48,"6.2",49,"EA Tiburon","T"
"Rec Room Games","Wii","2009","Sports","Destineer",0.35,0,0,0.03,0.37,NA,NA,"tbd",NA,"Arcade Moon","E"
"GunParade Orchestra: Ao no Shou","PS2","2006","Adventure","Sony Computer Entertainment",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Kabu Trader Shun","DS","2007","Action","Capcom",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"Zumba Fitness","X360","2010","Sports","505 Games",1.74,0.45,0,0.18,2.37,42,10,"5.5",16,"Pipeworks Software, Inc.","E"
"Need for Speed: Most Wanted","X360","2012","Racing","Electronic Arts",0.62,0.78,0.01,0.15,1.56,83,54,"8.5",134,"EA Canada","T"
"Final Fantasy XIV: A Realm Reborn","PS4","2014","Role-Playing","Square Enix",0.33,0.23,0.08,0.11,0.75,NA,NA,"",NA,"",""
"Wario Land II","GB","1997","Platform","Nintendo",0.7,0.35,0.39,0.04,1.48,NA,NA,"",NA,"",""
"The King of Fighters '97","SAT","1998","Fighting","SNK",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"The Golden Compass","DS","2007","Action","Sega",0.28,0.25,0,0.06,0.6,43,7,"4.9",8,"Artificial Mind and Movement","E10+"
"Jissen Pachinko Hisshouhou! CR Sakura Taisen","PS2","2007","Misc","Sega",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Famicom Mini: Hikari Shinwa: Palutena no Kagami","GBA","2004","Platform","Nintendo",0,0,0.07,0,0.07,NA,NA,"",NA,"",""
"Puyo Puyo 7","Wii","2009","Puzzle","Sega",0,0,0.05,0,0.05,NA,NA,"",NA,"",""
"Destiny: The Taken King","PS3","2015","Shooter","Activision",0.17,0.11,0.02,0.06,0.37,NA,NA,"5.5",81,"Bungie","T"
"Ben 10: Alien Force","PS2","2008","Action","Koch Media",0.22,0.02,0,0.33,0.57,NA,NA,"5.3",6,"Monkey Bar Games","E10+"
"Enter the Matrix","PS2","2003","Action","Atari",1.78,1.12,0.09,0.19,3.18,62,30,"8.1",137,"Shiny Entertainment","T"
"Cars","PSP","2006","Racing","THQ",0.72,0.28,0,0.2,1.2,70,17,"7",4,"Locomotive Games","E"
"Risen 3: Titan Lords","PS3","2014","Role-Playing","Deep Silver",0.02,0.05,0,0.01,0.08,36,8,"3.7",77,"Piranha Bytes","M"
"Contra Advance: The Alien Wars EX","GBA","2002","Shooter","Konami Digital Entertainment",0.08,0.03,0,0,0.11,70,16,"tbd",NA,"Konami","E"
"Yakuza: Dead Souls","PS3","2011","Shooter","Sega",0.09,0.06,0.42,0.03,0.6,64,55,"7.4",69,"Ryu ga Gotoku Studios","M"
"Let's Ride! Friends Forever","DS","2008","Adventure","THQ",0.07,0,0,0.01,0.07,NA,NA,"",NA,"",""
"Nicktoons: Unite!","DS","2006","Adventure","THQ",0.1,0,0,0.01,0.11,NA,NA,"",NA,"",""
"Madden NFL 13","X360","2012","Sports","Electronic Arts",2.53,0.15,0,0.17,2.86,81,36,"5.8",179,"EA Tiburon","E"
"Need For Speed: High Stakes","PS","1999","Racing","Electronic Arts",1.58,0.64,0,0.09,2.31,86,14,"8.5",28,"EA Canada","E"
"Sega Rally Championship","SAT","1995","Racing","Sega",0.21,0.16,0.77,0.02,1.16,NA,NA,"",NA,"",""
"Penguins of Madagascar","WiiU","2014","Action","Namco Bandai Games",0.01,0.02,0,0,0.03,NA,NA,"5.2",6,"Little Orbit","E"
"Crysis","PC","2007","Shooter","Electronic Arts",0,0.69,0,0.02,0.71,91,56,"8",1970,"Crytek","M"
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)","PS3","2009","Shooter","Activision",0.28,0.3,0,0.12,0.69,NA,NA,"",NA,"",""
"Backyard Baseball '09","DS","2008","Sports","Atari",0.11,0,0,0.01,0.12,NA,NA,"tbd",NA,"Humongous Entertainment","E"
"Shrek's Carnival Craze Party Games","DS","2008","Misc","Activision",0.22,0,0,0.02,0.23,NA,NA,"",NA,"",""
"Assault Rigs","PS","1996","Action","Electronic Arts Victor",0.02,0.02,0,0,0.04,NA,NA,"",NA,"",""
"The Ultimate Battle of the Sexes","Wii","2010","Misc","DTP Entertainment",0.01,0,0,0,0.01,NA,NA,"tbd",NA,"Neopica","T"
"Oddworld: Stranger's Wrath","XB","2005","Adventure","Electronic Arts",0.19,0.06,0,0.01,0.26,88,65,"9.1",58,"Oddworld Inhabitants","T"
"Carnival Games","DS","2008","Misc","Take-Two Interactive",1.21,0.63,0,0.19,2.03,48,11,"3.3",4,"Cat Daddy Games","E"
"NHL 2005","XB","2004","Sports","Electronic Arts",0.12,0.03,0,0.01,0.16,77,27,"6.2",11,"EA Sports","E"
"Konami Classics Vol. 2","X360","2009","Misc","Konami Digital Entertainment",0.01,0,0,0,0.01,NA,NA,"tbd",NA,"Konami","E10+"
"Pokémon Emerald Version","GBA","2004","Role-Playing","Nintendo",2.57,1.58,2.06,0.21,6.41,76,28,"9",222,"Game Freak","E"
"Mobile Suit Gundam","PS","1995","Action","Namco Bandai Games",0,0,0.42,0.03,0.45,NA,NA,"",NA,"",""
"Rengoku: The Tower of Purgatory","PSP","2005","Action","Konami Digital Entertainment",0.1,0,0,0.01,0.11,43,30,"5.6",22,"Neverland","M"
"Calcio Bit","GBA","2006","Sports","Nintendo",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi","3DS","2014","Misc","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,"",NA,"",""
"WCW/nWo Revenge","N64","1998","Fighting","THQ",1.94,0.39,0.03,0.02,2.38,NA,NA,"",NA,"",""
"Tom Clancy's Rainbow Six","N64","1999","Shooter","Red Storm Entertainment",0.48,0.15,0,0.01,0.64,NA,NA,"",NA,"",""
"Chicken Shoot","GBA","2005","Action","Zoo Digital Publishing",0.03,0.01,0,0,0.04,NA,NA,"",NA,"",""
"Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~","PS2","2006","Adventure","Konami Digital Entertainment",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"Command & Conquer: Tiberian Sun","PC","1999","Strategy","Westwood Studios",1.55,0,0,0,1.55,NA,NA,"",NA,"",""
"Viewtiful Joe","PS2","2004","Action","Capcom",0.14,0.11,0,0.04,0.28,90,34,"8.5",35,"Clover Studio","T"
"Big Beach Sports","Wii","2008","Sports","THQ",0.45,1.02,0,0.2,1.66,44,17,"8",41,"HB Studios Multimedia","E"
"Inazuma Eleven Strikers 2012 Xtreme","Wii","2011","Role-Playing","Level 5",0,0,0.19,0,0.19,NA,NA,"",NA,"",""
"Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero","GBA","2002","Fighting","Banpresto",0.05,0.02,0.03,0,0.1,NA,NA,"",NA,"",""
"Fight Club","XB","2004","Fighting","Vivendi Games",0.08,0.02,0,0,0.11,37,29,"4.7",13,"Genuine Games","M"
"Jet X20","PS2","N/A","Racing","Unknown",0.11,0.09,0,0.03,0.23,NA,NA,"",NA,"",""
"Backyard Sports: Sandlot Sluggers","Wii","2010","Sports","Atari",0.14,0,0,0.01,0.15,NA,NA,"tbd",NA,"HB Studios Multimedia","E"
"Dark Half","SNES","1996","Role-Playing","Enix Corporation",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"Venus & Braves: Majo to Megami to Horobi no Yogen","PSP","2011","Role-Playing","Namco Bandai Games",0,0,0.05,0,0.05,NA,NA,"",NA,"",""
"Sudoku Gridmaster (JP sales)","DS","2006","Puzzle","Nintendo",0,0,0.19,0,0.19,NA,NA,"",NA,"",""
"Guitar Hero: Aerosmith","PS2","2008","Misc","Activision",0.61,0,0,0.18,0.79,71,11,"6.3",15,"BudCat","T"
"Mat Hoffman's Pro BMX 2","PS2","2002","Sports","Activision",0.23,0.18,0,0.06,0.46,76,22,"9.1",7,"Rainbow Studios","T"
"Major League Baseball 2K6","X360","2006","Sports","Spike",0.34,0,0,0.03,0.37,66,22,"3.9",37,"Kush Games","E"
"Ephemeral Fantasia","PS2","2000","Role-Playing","Konami Digital Entertainment",0.04,0.03,0,0.01,0.08,48,16,"6.3",39,"KCEJ","T"
"NBA Jam","PS3","2010","Sports","Electronic Arts",0.22,0.12,0,0.06,0.39,71,33,"5.7",14,"EA Canada","E"
"Gravitar","2600","1982","Action","Atari",0.35,0.02,0,0,0.38,NA,NA,"",NA,"",""
"Rayman 3","GBA","2003","Platform","Ubisoft",0.1,0.04,0,0,0.14,83,21,"7.8",8,"Ubisoft","E"
"Star Wars: Lethal Alliance","PSP","2006","Action","Ubisoft",0.11,0.01,0,0.01,0.13,61,31,"7",7,"Ubisoft Montreal","T"
"NFL Head Coach 09","PS3","2008","Sports","Electronic Arts",0.13,0,0,0.01,0.14,64,12,"7.1",12,"EA Tiburon","E"
"SOCOM: U.S. Navy SEALs: Combined Assault","PS2","2006","Shooter","Sony Computer Entertainment",1.74,0.02,0,0.28,2.04,72,38,"9",34,"Zipper Interactive","T"
"Resident Evil 2","N64","1999","Action","Virgin Interactive",0.39,0.09,0.07,0.01,0.56,NA,NA,"",NA,"",""
"MediEvil","PS","1998","Platform","Sony Computer Entertainment",0.46,0.31,0,0.05,0.83,NA,NA,"",NA,"",""
"Madden NFL 09","XB","2008","Sports","Electronic Arts",0.13,0.04,0,0.01,0.18,NA,NA,"5.5",6,"EA Tiburon","E"
"Imagine: Teacher Class Trip","DS","2009","Adventure","Ubisoft",0.1,0.12,0,0.02,0.24,NA,NA,"tbd",NA,"Magic Pockets","E"
"Yomawari","PSV","2015","Adventure","Nippon Ichi Software",0.02,0.02,0.06,0.01,0.11,NA,NA,"",NA,"",""
"Starry ? Sky: After Spring","PSP","2009","Misc","Aqua Plus",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"Rumble Roses","PS2","2004","Fighting","Konami Digital Entertainment",0.19,0.15,0,0.05,0.39,66,44,"8.5",20,"Yuke's","M"
"Bionicle: Matoran Adventures","GBA","2002","Platform","Electronic Arts",0.18,0.07,0,0,0.26,NA,NA,"",NA,"",""
"Ben 10: Protector of Earth","PSP","2007","Action","D3Publisher",0.23,0.3,0,0.18,0.71,60,4,"7.2",23,"High Voltage Software","E10+"
"Jane's Hotel","DS","2010","Simulation","Unknown",0.03,0,0,0,0.04,NA,NA,"tbd",NA,"Zoo Games","E"
"Jikkyou Powerful Pro Yakyuu Basic-han 2001","N64","2001","Sports","Konami Digital Entertainment",0,0,0.12,0.04,0.16,NA,NA,"",NA,"",""
"Madden NFL 2002","PS","2001","Sports","Electronic Arts",0.78,0.53,0,0.09,1.39,88,9,"8",7,"EA Sports","E"
"Dungeons & Dragons: Neverwinter Nights - Complete","PC","2011","Misc","Atari",0.01,0,0,0,0.01,NA,NA,"",NA,"",""
"Imagine: Family Doctor","DS","2009","Simulation","Ubisoft",0.27,0.01,0,0.02,0.3,NA,NA,"tbd",NA,"Wizarbox","E"
"Jissen Pachislot Hisshouhou! Hokuto no Ken DS","DS","2005","Misc","Sega",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"The Chronicles of Narnia: Prince Caspian","Wii","2008","Action","Disney Interactive Studios",0.31,0.02,0,0.03,0.36,63,5,"7.1",12,"Traveller's Tales","T"
"Kinectimals: Now with Bears!","X360","2011","Misc","Microsoft Game Studios",0.27,0.06,0,0.03,0.35,NA,NA,"",NA,"",""
"LEGO Knights' Kingdom","GBA","2004","Action","THQ",0.08,0.03,0,0,0.11,62,4,"tbd",NA,"Razorback Developments","E"
"Air Conflicts: Secret Wars","PC","2011","Simulation","bitComposer Games",0,0.02,0,0.01,0.03,65,5,"6.4",24,"Games Farm","T"
"Bodycount","PS3","2011","Shooter","Codemasters",0.05,0.05,0,0.02,0.11,50,40,"3.5",28,"Guildford Studio","M"
"TRON: Evolution","DS","2010","Action","Disney Interactive Studios",0.11,0.04,0,0.01,0.17,58,5,"tbd",NA,"n-Space","E10+"
"Bakumatsu Rock: Ultra Soul","PSP","2014","Misc","Marvelous Interactive",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"MVP Baseball 2004","XB","2004","Sports","Electronic Arts",0.44,0.13,0,0.02,0.59,90,31,"8.5",19,"EA Sports","E"
"X-Men Legends II: Rise of Apocalypse","GC","2005","Role-Playing","Activision",0.19,0.05,0,0.01,0.25,82,34,"6.2",26,"Raven Software","T"
"Gran Turismo 5 Prologue","PS3","2007","Racing","Sony Computer Entertainment",1.28,1.82,0.57,0.52,4.19,80,67,"7.1",120,"Polyphony Digital","E"
"Rune Factory 2: A Fantasy Harvest Moon","DS","2008","Role-Playing","Rising Star Games",0.32,0.03,0.15,0.03,0.52,77,14,"7.9",30,"Neverland","E"
"NCAA Football 14","X360","2013","Sports","Electronic Arts",1.01,0,0,0.08,1.09,77,18,"5.8",74,"EA Tiburon","E"
"Rurouni Kenshin: Meiji Kenkaku Romantan Saisen","PSP","2011","Fighting","Namco Bandai Games",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"The Legend of Zelda: Link's Awakening DX","GB","1998","Adventure","Nintendo",1,0.63,0.45,0.13,2.22,NA,NA,"",NA,"",""
"Football Manager 2015","PC","2014","Simulation","Sega",0,0.44,0,0.03,0.46,80,36,"6",151,"Sports Interactive",""
"Football Director DS","DS","2008","Sports","Pinnacle",0,0.1,0,0,0.1,NA,NA,"",NA,"",""
"Petz: Hamsterz Bunch","PSP","2009","Simulation","Ubisoft",0.06,0,0,0.01,0.07,NA,NA,"tbd",NA,"Ubisoft","E"
"Berserk and the Band of the Hawk","PSV","2016","Action","Tecmo Koei",0,0,0.02,0,0.02,NA,NA,"",NA,"Omega Force",""
"Kung Fu Panda: Legendary Warriors","DS","2008","Action","Activision",0.02,0,0,0,0.03,73,7,"tbd",NA,"Artificial Mind and Movement","E10+"
"Cabela's African Safari","X360","2006","Sports","Activision Value",0.13,0,0,0.01,0.14,53,4,"5",8,"FUN Labs","T"
"Metal Slug XX","PSP","2009","Shooter","DHM Interactive",0.03,0,0,0,0.04,67,22,"6.1",9,"SNK Playmore","T"
"McDROID","PSP","2011","Strategy","Namco Bandai Games",0,0,0.05,0,0.05,NA,NA,"",NA,"",""
"Music Maker","PS2","2001","Misc","Magix",0.15,0.12,0,0.04,0.31,NA,NA,"tbd",NA,"Magix","E"
"Tom Clancy's Rainbow Six","PS","1999","Shooter","Red Storm Entertainment",0.93,0.63,0,0.08,1.64,NA,NA,"",NA,"",""
"Wasteland 2","PC","2015","Role-Playing","inXile Entertainment",0.03,0.06,0,0.01,0.1,81,65,"7.3",1170,"InXile Entertainment","M"
"Botanicula","PC","2012","Adventure","Daedalic Entertainment",0,0.02,0,0,0.03,82,38,"8.3",341,"Amanita Design",""
"Kazoku Keikaku","PSP","2010","Adventure","CyberFront",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"War of the Monsters","PS2","2003","Fighting","Sony Computer Entertainment",0.26,0.2,0,0.07,0.54,80,41,"8.9",68,"Incognito Inc.","T"
"Wicked Monster Blast!","Wii","2011","Shooter","PQube",0.03,0,0,0,0.04,NA,NA,"",NA,"",""
"Famicom Mini: Ganbare Goemon! Karakuri Douchuu","GBA","2004","Platform","Konami Digital Entertainment",0,0,0.2,0.01,0.21,NA,NA,"",NA,"",""
"Borderlands: The Handsome Collection","XOne","2015","Shooter","Take-Two Interactive",0.26,0.13,0,0.04,0.43,80,11,"7.8",119,"Gearbox Software","M"
"Paws & Claws: Pet Vet","DS","2007","Simulation","THQ",0.59,0,0,0.05,0.64,NA,NA,"",NA,"",""
"Rolling Stone: Drum King","Wii","2009","Misc","505 Games",0.09,0,0,0.01,0.1,32,4,"1.8",4,"505 Games","T"
"Lego Star Wars: The Force Awakens","PS4","2016","Action","Warner Bros. Interactive Entertainment",0.16,0.43,0.01,0.11,0.7,78,61,"7.5",91,"TT Games","E10+"
"Digimon Rumble Arena 2","PS2","2004","Fighting","Atari",0.05,0.04,0,0.01,0.09,63,9,"7.3",23,"Black Ship Games","T"
"World of Outlaws: Sprint Cars","X360","2010","Racing","THQ",0.17,0,0,0.01,0.18,57,4,"8.1",10,"Big Ant Studios","E"
"Capcom Classics Collection","XB","2005","Misc","Capcom",0.11,0.03,0,0.01,0.15,81,23,"tbd",NA,"Digital Eclipse","T"
"Lord of Apocalypse","PSV","2011","Role-Playing","Square Enix",0,0,0.1,0,0.1,NA,NA,"",NA,"",""
"The Elder Scrolls V: Skyrim","X360","2011","Role-Playing","Bethesda Softworks",5.05,2.79,0.1,0.85,8.79,96,89,"8.4",3589,"Bethesda Game Studios","M"
"The Getaway","PS2","2002","Action","Sony Computer Entertainment",1.23,1.77,0.05,0.49,3.54,72,49,"6.8",88,"Team Soho","M"
"Naruto: Ninja Council","GBA","2003","Action","Tomy Corporation",0.16,0.06,0,0,0.22,60,12,"7.1",9,"Aspect","E10+"
"Guitar Freaks V2 & DrumMania V2","PS2","2006","Simulation","Konami Digital Entertainment",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"NHL 2K9","Wii","2008","Sports","Take-Two Interactive",0.06,0,0,0,0.06,65,11,"5.4",19,"Visual Concepts","E10+"
"Guilty Gear XX Accent Core","PS2","2007","Fighting","Unknown",0,0,0.04,0,0.04,77,9,"8.3",16,"Arc System Works","T"
"HOP","DS","2011","Platform","505 Games",0.08,0.01,0,0.01,0.1,NA,NA,"",NA,"",""
"George of the Jungle and the Search for the Secret","Wii","2008","Platform","Ignition Entertainment",0.02,0,0,0,0.02,35,10,"4",6,"Crave","E"
"Xblaze: Lost Memories","PS3","2015","Adventure","Arc System Works",0.02,0,0,0,0.02,63,4,"6.2",5,"Arc System Works","M"
"Carmen Sandiego: The Secret of the Stolen Drums","GC","2004","Action","BAM! Entertainment",0.02,0,0,0,0.02,57,9,"tbd",NA,"Artificial Mind and Movement","E"
"Samurai Warriors","PS2","2004","Action","Electronic Arts",0.22,0.05,1.06,0.02,1.35,73,37,"8.7",23,"Omega Force","T"
"Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan","PSP","2010","Role-Playing","Atlus",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"Ben 10 Alien Force: Vilgax Attacks","DS","2009","Action","D3Publisher",0.22,0.16,0,0.04,0.42,NA,NA,"tbd",NA,"D3Publisher","E"
"Tomb Raider: Anniversary","PS2","2007","Action","Eidos Interactive",0.41,0.02,0,0.07,0.5,NA,NA,"8.2",29,"Crystal Dynamics","T"
"TMNT: Mutant Melee","XB","2005","Fighting","Konami Digital Entertainment",0.01,0,0,0,0.02,43,13,"4.8",5,"Konami Computer Entertainment Hawaii","T"
"Borderlands","PS3","2009","Shooter","Take-Two Interactive",1.2,0.6,0,0.29,2.09,83,58,"7.9",427,"Gearbox Software","M"
"The Cheetah Girls","GBA","2006","Misc","Disney Interactive Studios",0.01,0,0,0,0.02,NA,NA,"tbd",NA,"Gorilla Systems","E"
"Catherine","PS3","2011","Adventure","Deep Silver",0.3,0.14,0.2,0.06,0.7,79,61,"8.1",372,"Atlus","M"
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6","PS3","2015","Adventure","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"NCAA March Madness 06","PS2","2005","Sports","Electronic Arts",0.45,0.02,0,0.07,0.53,78,19,"9.1",13,"EA Canada","E"
"Dragon Ball Z: Harukanaru Densetsu","DS","2007","Role-Playing","Namco Bandai Games",0.19,0,0,0.02,0.2,57,16,"6.2",10,"Bec","E"
"WWE All Stars","PS3","2011","Fighting","THQ",0.16,0.18,0,0.07,0.41,75,51,"6.4",36,"THQ","T"
"Dark Void","X360","2010","Action","Capcom",0.19,0.09,0,0.03,0.31,59,69,"6",61,"Airtight Games","T"
"Family Fun Football","Wii","2009","Sports","Tecmo Koei",0.1,0,0,0.01,0.1,NA,NA,"tbd",NA,"Seamless Entertainment, Inc.","E"
"Disney's Magical Quest Starring Mickey and Minnie","GBA","2002","Action","Nintendo",0.16,0.06,0,0,0.22,NA,NA,"",NA,"",""
"Planet 51","X360","2009","Action","Sega",0.07,0.03,0,0.01,0.11,53,13,"tbd",NA,"Pyro Studios","E"
"NFL 2K3","PS2","2002","Sports","Atari",1.06,0.08,0,0.18,1.32,93,20,"7.4",25,"Visual Concepts","E"
"Teenage Mutant Ninja Turtles 2: Battle Nexus","XB","2004","Action","Konami Digital Entertainment",0.1,0.03,0,0,0.13,48,20,"5.6",8,"Konami","T"
"Mat Hoffman's Pro BMX 2","GC","2002","Sports","Activision",0.03,0.01,0,0,0.04,70,12,"tbd",NA,"Rainbow Studios","T"
"Sonic Generations","PC","2011","Platform","Sega",0.02,0.07,0,0.02,0.11,77,11,"8.3",337,"Sega","E"
"NHL FaceOff 2000","PS","1998","Sports","Sony Computer Entertainment",0.17,0.12,0,0.02,0.31,NA,NA,"",NA,"",""
"Hiiro no Kakera Portable","PSP","2008","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Championship Pony","DS","2008","Simulation","Destination Software, Inc",0.09,0,0,0.01,0.1,NA,NA,"tbd",NA,"Coyote Console","E"
"PaRappa The Rapper","PS","1996","Misc","Sony Computer Entertainment",0.26,0.16,1.46,0.03,1.92,92,15,"7.4",48,"NanaOn-Sha","K-A"
"The Adventures of Cookie & Cream","PS2","2000","Puzzle","Empire Interactive",0.09,0.07,0,0.02,0.18,NA,NA,"",NA,"",""
"Crash Team Racing","PS","1999","Racing","Sony Computer Entertainment",2.57,1.57,0.44,0.21,4.79,88,20,"9",233,"Naughty Dog","E"
"Serious Sam II","PC","2005","Shooter","Take-Two Interactive",0,0.01,0,0,0.01,74,31,"7",152,"Croteam","M"
"Dark Souls III","XOne","2016","Role-Playing","Namco Bandai Games",0.26,0.09,0,0.04,0.39,87,14,"8.6",514,"From Software",""
"MotoGP","XB","2002","Racing","THQ",0.07,0.02,0,0,0.09,84,18,"8.4",16,"Climax Group","E"
"Family Fest Presents Circus Games","Wii","2008","Misc","Ubisoft",0.1,0.29,0,0.05,0.44,NA,NA,"tbd",NA,"Kuju Entertainment","E"
"Romancing SaGa","PS2","2005","Role-Playing","Square Enix",0.06,0.04,0.47,0.01,0.58,58,23,"8",35,"Square Enix","E10+"
"Virtua Striker 2002","GC","2002","Sports","Sega",0.01,0,0.03,0,0.05,58,20,"6",5,"Amusement Vision","E"
"Sengoku Basara: Samurai Heroes","Wii","2010","Action","Capcom",0.06,0.01,0.2,0.01,0.29,65,18,"8.8",13,"Capcom","T"
"Civilization II","PS","1998","Strategy","Activision",0.15,0.11,0,0.02,0.28,NA,NA,"",NA,"",""
"Resident Evil 6","PC","2012","Shooter","Capcom",0,0.04,0,0,0.04,69,18,"5.9",868,"Capcom, QLOC","M"
"Guitar Hero Live","X360","2015","Misc","Activision",0.13,0.08,0,0.02,0.23,NA,NA,"5.5",19,"Activision","T"
"Middle-Earth: Shadow of Mordor","PC","2014","Action","Warner Bros. Interactive Entertainment",0.12,0.2,0,0.03,0.35,84,17,"8",1671,"Monolith Productions","M"
"Madden NFL 12","PS3","2011","Sports","Electronic Arts",1.93,0.15,0,0.17,2.25,79,31,"5.5",56,"EA Tiburon","E"
